"Enjoyable and definitely not as bad as it may appear ...","3"
"Good , but not GREAT !","3"
"Night at the Museum : Battle of the Underdeveloped Plot and Characters","2"
"great debut","3"
"Intelligently funny with depth and surprises","5"
"a high-point for director Zemeckis , and a good step forward in motion-capture","4"
"It does n't get much better .","4"
"Terrific family entertainment ; yet another CG-animated gem of 2010","3"
"A View on Mike Tyson 's Life From Tyson 's Eyes","5"
"Smart , sexy and shrewd","5"
"Trains , Denzel and Tony Scott , again ?","3"
"The Glorious "" ( 500 ) Days of Summer ""","4"
"Yes , I was afraid","4"
"Bleak and Harsh","4"
"A masterpiece","5"
"A romantic comedy with maturity to its humour and romance","4"
"Delightful Instant Classic .","4"
"Consequences or Truth","4"
"This garbage is Friday THE 13TH meets Farrelly Brothers meets Texas CHAINSAW MASSACRE","0"
"Homecoming","2"
"The lack of emotions tells you of so many emotions - a wonderful trip of emancipation of the heart","4"
"Slower than the first two , but just as good","3"
"Ridden of it 's goodness","1"
"Not A Movie Or Music...Just Terrible","0"
"Staggeringly Beautiful ...","4"
"NOT a war movie ; NOT a movie about an ethical dilemma","4"
"A sample of real life","5"
"Why the Low Rating ?","3"
"Wonderful !","4"
"Starts well , goes downhill , ends prematurely .","3"
"Peculiar adaption of a contemporary character study","4"
""" Father , . .","4"
"A small , but very affective watch .","4"
"refined and melancholic","3"
"OMG , what in the world","0"
"The story behind the legend","3"
"unstoppable entertainment , unstoppable gripping thrill ride .","4"
"Ultimately disappointing , even if I checked the closet an extra time","3"
"We make choices in life every day , and you should make a choice and see this movie","5"
"A Rational Approach to a Divisive Issue","5"
"Corny , Violent , Cheap , And AWESOME !","4"
"loved it","4"
"Clumsy and tone-deaf","2"
"Well done but yet medium rare","4"
"No Answers Folks - That is for You to Figure Out","5"
"A great Sci-Fi movie","4"
"Hopefully this film will finally give Sam Rockwell , the recognition he deserves .","4"
"Barely Watchable","2"
"really good film with maybe the worst trailer , ever .","4"
"Far From the Madding Crowd ...","3"
"constantly funny it may not be , but clever it is","4"
"Do not see this movie","1"
"A mockumentery about a boy trying to lose his virginity .","2"
"An understated British comedy","4"
"Sanitized Colette","3"
"Same formula , but a lot worse this time ! !","0"
"Kiyoshi Kurosawa 's family game","4"
"If loving vampires and werewolves is wrong , i do n't want to be right","3"
"Good , honest fun .","4"
"remotely inspired by fragments of a true story","1"
"Good movie","4"
"Disrespects the Plot of the Book","0"
"Good adaptation regardless of bad CGI","3"
"Not Dead Yet","3"
"How best to sum up this film in two words ...","1"
"The elevator equivalent of Lifeboat and Ten Little Indians","3"
"Jonathan Parker Flips the Pretentious New York Art Scene on its Back","4"
"Beautiful and powerful , flaws and all .","4"
"Not the greatest , but still very good","3"
"Edge of the seat stuff !","3"
"Powerful !","5"
"A film of lust and love and the difference","4"
"Dumb .","1"
"Absurd and amusing .","3"
"Not to be missed ...","3"
"Mysteries","3"
"B-Movie At Best","2"
"A strong premise that regrettably becomes pointless .","2"
"Cookie Cutter , but Cute","3"
"brilliant","4"
"documentary and metal fans rejoice !","5"
"Total commitment It Might Get Loud","4"
"Pretty Darn Bad","1"
"I hope the shorter American release version has less of the back and forth flying sequences because they utterly stop the film dead .","1"
"A+Team","3"
""" Crank : High Voltage "" is one of the most over-the-top and ridiculously entertaining films of the past 10 years !","4"
"French Guilt","3"
"I 'm sorry but ...","3"
"Overflowing with great performances and multi-pronged plot lines","4"
"Awesome in every way","5"
"You 're in America , steal somethin '","2"
"Solid as a rock .","4"
""" Adam "" is one of the best written films of its kind","4"
"Powerful themes , painfully restrained despite the emotional highs","3"
"Going the Distance : Good for the Guys Too","4"
"gouge my eyes and ears out !","0"
"diverting variety pack","2"
"the usual uneven omnibus film","3"
"A fun night at the movies","4"
"Slick But Shallow Fluff","2"
"Not a Dog :-)","4"
"Fun for Star Wars Fans","3"
"Everything that 's wrong with movies today","2"
"Bleakly funny","5"
"I Want Stryker To Erase My Memory Too","1"
"The Vidiot Reviews ...","1"
""" Made in China ""","3"
"The Romantics is a Charmer","4"
"Odd Horten Hears A Who","5"
"Hilarious , refreshing , intelligent and surprisingly touching .","4"
"Those who forget history are doomed to repeat it ...","4"
"The near future of remote manual work globalization","3"
"Conventional for Tykwer means still among the best of this formulaic type of corporate espionage flick","3"
"OK but not spectacular","3"
"Pleasantly surprised ...","3"
"To be honest , it was n't bad , but it 's still leagues away from being good","2"
"the long black wait","4"
"Zac Efron , a good actor ?","3"
"Great , the village stalker Coraline","4"
"Beautiful , tragic , twisted , absurd , and darkly comic","4"
"Wait , Wait ...","3"
"Ouch ! !","2"
""" 500 Days of Summer "" is a delightfully engaging and poignant tale of love","5"
"Coppola back on form","4"
"Press the button and you will lose 2 hours of your life .","0"
"Prepare to be lied to by a terrible film .","0"
"Efficient thriller , relevant for our times","3"
"Definitely nothing worth yelling at Shane Hurlbut over .","0"
"A sometimes fun and harmless family film","3"
"Top Quality !","5"
"It Is What It Is","4"
"Before bashing","3"
"Surpasses "" Begins "" in every aspect ! ! !","5"
"Under the Sea 3D : Movie Review from The Massie Twins","3"
"Not what I expected","5"
"Rather Stick Rusty Pins Into My Eye Balls ! !","0"
"Refund Please","3"
"Who brings a baby to a GANGLAND execution ?","4"
"Chris Morris strikes again","4"
"Superb acting all round , wonderfully evocative 60 's atmosphere , great story .","4"
"Captivating critique of the global condition","4"
"another winner from Alex Gibney asks , what 's lost and what 's gained ?","4"
"We May Have Found Summer 's Sleep with ' In The Loop ' , America","5"
"For what it is , pretty entertaining","4"
"Terrific !","4"
"Horrendously Dull","1"
"Fun Russ Meyer Tribute","3"
"A Masterpiece of the Sort","4"
"A movie that self destructs on an impact it never makes","0"
"The Marine + Speed + Die Hard : With a Vengeance + Renny Harlin = Good old fashioned , fun action flick .","2"
"Haunting , Grim , but somehow Optimistic","5"
"Surprisingly good","4"
"Great performance by John Krasinski !","4"
"One of my favourites of 2010","4"
"Do n't be distant from this sweet , funny , lovely film but , be aware that the language is quite raw !","3"
"This is one heck of a documentary","5"
"not worth the rent unless you hate children and or motherhood ! ! !","2"
"Stunning and beautiful....but infuriating","2"
"Duped to the End","2"
"An absorbing but disposable biopic","3"
"I had prepared myself for this film ...","4"
"A Wonderful Movie in Every Way","5"
"Simply a waste of time","0"
"Great quality , easy plot , fun ...","3"
"I 'm hungry for more !","4"
"A poor script , awful leads and minimal laughs make ' Miss March ' a definite miss !","2"
"Ice Age 3 is the return of true family films","5"
"Here 's a clue - just leave and you wo n't have to die .","1"
"Not As Good As I Was Expecting","3"
"Low brow version of what was done better by Steve Martin and John Candy .","1"
"Amusing , but it probably was n't meant that way","2"
"Good cataclysmic Action , but waayyy to much bad kitsch","2"
"Iron Mike - for real .","4"
"An excellent portrayal of Britain 's most notorious prisoner .","4"
"Do n't Miss It !","4"
"same as the others , high school wrestling flick , kids dad died 10 years ago and everyone blames his older brother and wrestling .","4"
"I sure did laugh , but this spin-off eventually wears a little thin , and sometimes gets kind of disturbing","3"
"the man can work a camera","4"
"Almost Perfect Adaptation","5"
"sick animated flick","4"
"Heart warming story with great music","3"
"Okuribito "" departures ""","5"
"Great popcorn flick","4"
"Good and in parts","3"
"Not Hardy to sell !","4"
"Refreshing and affirming","4"
"More Silly and Stupid than Funny","2"
"It hurt my head ...","1"
"I learned a lot , but ...","3"
"not for all tastes but you might like it","4"
"Fun Satire of the Morning News","3"
"Mind Blowing Dancing but Terrible acting except Adam G.Sevani & Alyson Stoner","3"
"Good Topic","4"
"Redressing a small but nasty piece of political bastardry","4"
"The A-Team : a very good B-movie","3"
"this has to be one of the worst films I have ever watched","0"
"What 's with all the hate ?","4"
"The unzipping of a potential great leader","4"
"Lovely and amusing","4"
"Has some sense of Africa but feels like a lot was left on the cutting room floor","3"
"It 's about life long metaphors , not the science .","4"
"This is definitely one viewing worth making","4"
"No Chance at all ! !","2"
"The sequel we deserved to the Batman we wanted","5"
"It had a few one liners that made me chuckle , but that was it","1"
"Great movie , light on facts","4"
"Summer Lovin '","4"
"Crippled Inside","2"
"Decent Thriller","4"
"Fantastic film","5"
"Brilliant Genre Bender and Thematic Cauldron","5"
"The Final Chapter Falls Flat ( Spoiler-Free Review )","1"
"I wont be able to sleep after this !","0"
"A ludicrous pageant of ineptitude ...","3"
"A lot of ado about nothing","1"
"What I expected","3"
"Not as funny as Office Space .","3"
"A Guilty Pleasure","3"
"Nothing Original , But Undeniably Entertaining","4"
"Delightful","5"
"One of the funniest movies I have ever seen .","5"
"Brilliant movie !","5"
"I do , I do","2"
"If i should find a title for that movie it would be Crack 2 ! ! ! !","0"
"a cleverly executed exercise in fear and hysteria","4"
"Unintentionable comedy","1"
"Oxford Murders lacks intelligence","1"
"Underrated - - Culturally significant","4"
"I 'm Still Here - But Not All There","4"
"Great story","3"
"A Remarkable Expose of Domestic Dysfunction","4"
""" To understand ' The Box , ' you 'll have to think outside of the box . ""","3"
"An irritating piece of beautiful camera-work","1"
"I liked the movie","4"
"It 's a Winner !","4"
"Now that is a chic flick","3"
"Terrific movie , though mistitled","4"
"Well done","4"
""" Stone "" The overlooked film of the year","5"
"Satisfying movie , if you get what sci fi really is","4"
"Paramormal Waste of Time","1"
"Excellent !","4"
"Good Hair","5"
"Excellent , Epic , Tragic ...","5"
"lol","1"
"Entertaining , but not good","2"
"Hilarious and Endearing , An Unexpected Treasure","4"
"Legendary ?","4"
"Better than the scores show","4"
"Give love it 's due , or else !","5"
"pleasantly surprised","2"
